VP,VB,Geschlecht,Produkt,B3_Fragen,B1_Präf,B1_Fragen,B2_Kennen,B2_Besitzen,B2_Kaufen,B2_Ästhetik,B2_Alltagstaugl.,B2_Kosten,B2_Kosten_Klingen,B3_Präf,Präf_Diff,Umwelt-FB
32,Ökonomisch,m,P7,0,0,0,1,1,0,3,4,2.2,0,0,0,86
33,Ökonomisch,m,P3,1,0,1,1,0,0,5,5,30,0,0,0,108
33,Ökonomisch,m,A3,1,1,1,1,0,0,5,5,30,0,1,0,108
33,Ökonomisch,m,A3.5,1,1,1,1,0,0,5,5,30,0,1,0,108
33,Ökonomisch,m,P2,0,0,0,1,0,1,2,6,0,0,0,0,108
33,Ökonomisch,m,A2,0,2,0,1,0,0,4,7,4,0,1,-1,108
33,Ökonomisch,m,P4,0,1,0,1,1,1,6,6,10,15,2,1,108
33,Ökonomisch,m,A4,0,0,0,0,0,0,2,6,15,15,0,0,108
33,Ökonomisch,m,P1,0,0,0,1,0,0,5,4,0,0,0,0,108
33,Ökonomisch,m,A1,0,3,1,1,0,0,5,5,19,0,2,-1,108
33,Ökonomisch,m,P6,0,2,0,1,1,1,3,4,5,0,0,-2,108
33,Ökonomisch,m,A6,0,0,0,1,0,1,5,6,12,0,1,1,108
33,Ökonomisch,m,A6.5,0,0,0,1,0,1,5,6,12,0,1,1,108
33,Ökonomisch,m,P5,0,2,1,1,1,1,3,5,1,0,0,-2,108
33,Ökonomisch,m,A5,0,0,0,1,0,1,3,4,8,0,0,0,108
33,Ökonomisch,m,P7,0,0,0,1,1,1,3,6,3,0,0,0,108
33,Ökonomisch,m,A7,0,0,0,1,0,1,3,6,5,0,0,0,108
34,Ökonomisch,m,A1,1,2,0,1,0,0,6,5,6,0,1,-1,60
34,Ökonomisch,m,P1,1,0,1,1,1,1,4,7,0,0,0,0,60
34,Ökonomisch,m,A7,0,0,0,0,0,0,5,7,5,0,0,0,60
34,Ökonomisch,m,P7,0,1,0,1,1,1,4,7,1.3,0,3,2,60
34,Ökonomisch,m,A3,0,3,0,1,0,1,6,7,15,0,3,0,60
34,Ökonomisch,m,A3.5,0,3,0,1,0,1,7,7,15,0,3,0,60
34,Ökonomisch,m,P3,0,0,2,1,1,0,3,5,8,0,0,0,60
34,Ökonomisch,m,A2,1,3,0,0,0,0,3,3,2,0,0,-3,60
34,Ökonomisch,m,P2,1,0,0,1,1,1,1,6,0,0,1,1,60
34,Ökonomisch,m,A6,1,0,0,0,0,0,3,3,5.5,0,0,0,60
34,Ökonomisch,m,A6.5,1,0,0,0,0,0,4,3,5.5,0,0,0,60
34,Ökonomisch,m,P6,1,2,0,1,0,0,2,7,2,0,2,0,60
34,Ökonomisch,m,A5,0,0,1,0,0,0,6,7,4,0,0,0,60
34,Ökonomisch,m,P5,0,3,1,1,1,1,5,7,2,0,3,0,60
34,Ökonomisch,m,A4,0,0,0,0,0,1,7,7,30,7,0,0,60
34,Ökonomisch,m,P4,1,2,0,1,1,1,3,7,8,4.5,2,0,60
35,Ökologisch,m,P4,1,0,0,1,1,0,5,5,5,3,0,0,109
35,Ökologisch,m,A4,1,2,0,1,0,0,5,6,7,4,2,0,109
35,Ökologisch,m,P5,1,3,1,1,1,1,5,6,2.5,0,2,-1,109
35,Ökologisch,m,A5,0,0,0,1,0,0,5,3,3.5,0,0,0,109
35,Ökologisch,m,P1,0,0,0,1,1,1,2,2,0,0,0,0,109
35,Ökologisch,m,A1,1,2,1,1,0,0,4,5,10,0,2,0,109
35,Ökologisch,m,P3,1,0,0,1,0,0,4,6,14,0,0,0,109
35,Ökologisch,m,A3,0,2,0,1,0,0,6,6,25,0,3,1,109
35,Ökologisch,m,A3.5,0,2,0,1,0,0,6,7,25,0,3,1,109
35,Ökologisch,m,P7,1,1,1,1,1,1,4,6,1.5,0,1,0,109
35,Ökologisch,m,A7,0,0,1,1,0,0,6,4,2.5,0,0,0,109
35,Ökologisch,m,P6,1,0,0,1,0,0,2,3,2.5,0,0,0,109
35,Ökologisch,m,A6,0,2,0,1,0,0,5,5,5,0,2,0,109
35,Ökologisch,m,A6.5,0,2,0,1,0,0,5,6,5,0,2,0,109
35,Ökologisch,m,P2,1,0,0,1,0,0,1,4,0,0,0,0,109
35,Ökologisch,m,A2,0,3,0,0,0,0,5,6,2,0,3,0,109
36,Ökonomisch,m,A7,1,0,1,0,0,0,3,1,4,0,0,0,81
36,Ökonomisch,m,P7,0,3,0,1,1,1,6,7,2,0,2,-1,81
36,Ökonomisch,m,A3,0,0,1,0,0,0,5,2,19,0,3,3,81
36,Ökonomisch,m,A3.5,0,0,1,0,0,0,5,2,19,0,3,3,81
36,Ökonomisch,m,P3,0,2,0,1,0,0,4,2,9,0,0,-2,81
36,Ökonomisch,m,A1,0,0,0,1,0,0,1,3,9,0,0,0,81
36,Ökonomisch,m,P1,0,2,0,1,1,1,2,7,0,0,3,1,81
36,Ökonomisch,m,A6,0,0,1,0,0,0,3,1,20,0,0,0,81
36,Ökonomisch,m,A6.5,0,0,1,0,0,0,3,1,20,0,0,0,81
36,Ökonomisch,m,P6,0,3,0,1,1,1,5,7,2,0,3,0,81
36,Ökonomisch,m,A2,0,0,0,0,0,0,5,2,4,0,0,0,81
36,Ökonomisch,m,P2,1,2,1,1,1,1,3,7,0,0,1,-1,81
36,Ökonomisch,m,A5,0,0,0,0,0,0,3,2,6,0,0,0,81
36,Ökonomisch,m,P5,0,3,0,1,1,1,5,3,2.5,0,3,0,81
36,Ökonomisch,m,A4,0,0,1,0,0,0,3,4,20,3,0,0,81
36,Ökonomisch,m,P4,1,3,0,1,0,1,6,7,8,8,2,-1,81
37,Ökonomisch,m,P4,1,1,0,1,1,1,5,6,15,7,1,0,109
37,Ökonomisch,m,A4,0,0,1,1,0,1,7,4,33,10,0,0,109
37,Ökonomisch,m,P6,0,0,0,1,0,1,2,6,1.5,0,0,0,109
37,Ökonomisch,m,A6,0,2,0,1,0,0,4,4,5,0,2,0,109
37,Ökonomisch,m,A6.5,0,2,0,0,0,0,5,4,5,0,2,0,109
37,Ökonomisch,m,P3,1,0,0,1,0,0,4,6,4.5,0,1,1,109
37,Ökonomisch,m,A3,0,1,0,1,0,0,4,6,6,0,0,-1,109
37,Ökonomisch,m,A3.5,0,1,0,1,0,0,4,6,6,0,0,-1,109
37,Ökonomisch,m,P5,0,2,0,1,1,1,3,5,2,0,0,-2,109
37,Ökonomisch,m,A5,0,0,1,1,0,0,4,5,3.25,0,1,1,109
37,Ökonomisch,m,P2,0,0,0,1,1,1,1,2,0,0,0,0,109
37,Ökonomisch,m,A2,0,3,0,1,0,0,4,5,1.5,0,3,0,109
37,Ökonomisch,m,P1,0,0,0,1,1,1,1,5,0,0,0,0,109
37,Ökonomisch,m,A1,0,2,1,0,0,0,4,6,7.95,0,2,0,109
37,Ökonomisch,m,P7,0,2,0,1,1,1,5,7,0.75,0,1,-1,109
37,Ökonomisch,m,A7,0,0,1,0,0,0,5,6,3,0,0,0,109
38,Ökonomisch,m,A5,0,2,1,1,1,1,5,3,3,0,3,1,114
38,Ökonomisch,m,P5,0,0,1,1,1,1,4,5,1.5,0,0,0,114
38,Ökonomisch,m,A7,1,3,1,1,0,1,6,7,5,0,3,0,114
38,Ökonomisch,m,P7,0,0,1,1,0,0,6,7,1,0,0,0,114
38,Ökonomisch,m,A1,1,3,0,1,0,0,5,4,15,0,3,0,114
38,Ökonomisch,m,P1,1,0,1,1,0,0,1,2,0,0,0,0,114
38,Ökonomisch,m,A4,1,0,1,0,0,1,6,5,20,2.99,2,2,114
38,Ökonomisch,m,P4,0,1,1,1,0,0,2,3,13.95,5.99,0,-1,114
38,Ökonomisch,m,A3,1,3,1,1,0,1,6,7,20,0,3,0,114
38,Ökonomisch,m,A3.5,1,3,1,1,0,1,7,7,20,0,3,0,114
38,Ökonomisch,m,P3,1,0,0,1,0,0,2,5,5,0,0,0,114
38,Ökonomisch,m,A2,1,3,1,1,0,0,7,5,1,0,3,0,114
38,Ökonomisch,m,P2,0,0,1,1,0,0,1,2,0,0,0,0,114
38,Ökonomisch,m,A6,1,3,1,1,0,0,7,7,2.75,0,3,0,114
38,Ökonomisch,m,A6.5,1,3,1,0,0,0,4,3,2.75,0,3,0,114
38,Ökonomisch,m,P6,0,0,0,1,0,0,1,1,0.59,0,0,0,114
39,Ökonomisch,m,P4,0,2,0,1,1,1,5,7,20,20,2,0,115
39,Ökonomisch,m,A4,1,0,0,1,0,0,4,2,20,10,0,0,115
39,Ökonomisch,m,P2,1,0,0,1,1,1,2,5,0,0,0,0,115
39,Ökonomisch,m,A2,1,3,1,1,0,1,4,6,1,0,1,-2,115
39,Ökonomisch,m,P5,1,2,0,1,1,1,5,7,3,0,2,0,115
39,Ökonomisch,m,A5,1,0,1,1,0,1,5,6,5,0,0,0,115
39,Ökonomisch,m,P1,0,0,0,1,0,0,3,4,0,0,0,0,115
39,Ökonomisch,m,A1,0,3,1,1,0,0,5,5,10,0,1,-2,115
39,Ökonomisch,m,P7,0,2,0,1,1,1,5,5,2,0,2,0,115
39,Ökonomisch,m,A7,1,0,1,1,0,1,5,6,4,0,0,0,115
39,Ökonomisch,m,P6,1,0,0,1,0,0,2,4,2,0,0,0,115
39,Ökonomisch,m,A6,1,3,1,1,0,0,5,5,10,0,2,-1,115
39,Ökonomisch,m,A6.5,1,3,1,1,0,0,6,5,10,0,2,-1,115
39,Ökonomisch,m,P3,0,3,0,1,1,1,5,7,5,0,2,-1,115
39,Ökonomisch,m,A3,1,0,1,1,0,0,6,5,10,0,0,0,115
39,Ökonomisch,m,A3.5,1,0,1,1,0,0,6,5,10,0,0,0,115
40,Ökologisch,m,A6,0,2,0,0,0,1,6,3,10,0,3,1,102
40,Ökologisch,m,A6.5,0,2,0,0,0,1,7,6,10,0,3,1,102
40,Ökologisch,m,P6,0,0,0,1,1,0,2,2,2,0,0,0,102
40,Ökologisch,m,A1,0,2,0,1,1,1,5,6,20,0,3,1,102
40,Ökologisch,m,P1,0,0,0,1,0,0,2,3,0,0,0,0,102
40,Ökologisch,m,A5,1,1,0,1,0,1,6,5,5,0,2,1,102
40,Ökologisch,m,P5,0,0,0,1,1,1,3,6,3,0,0,0,102
40,Ökologisch,m,A7,0,0,0,1,1,0,7,4,5,0,2,2,102
40,Ökologisch,m,P7,0,2,0,1,1,1,2,6,1.5,0,0,-2,102
40,Ökologisch,m,A3,0,3,0,1,1,1,7,7,30,0,3,0,102
40,Ökologisch,m,A3.5,0,3,0,1,1,1,7,7,30,0,3,0,102
40,Ökologisch,m,P3,0,0,0,1,0,0,2,6,10,0,0,0,102
40,Ökologisch,m,A4,1,0,0,0,0,1,7,6,20,0,0,0,102
40,Ökologisch,m,P4,0,2,0,1,1,1,2,6,20,0,0,-2,102
40,Ökologisch,m,A2,0,3,0,1,1,1,7,7,2,0,3,0,102
40,Ökologisch,m,P2,0,0,0,1,0,0,1,1,0,0,0,0,102
41,Ökonomisch,m,P5,0,3,1,1,1,1,6,5,5,0,3,0,116
41,Ökonomisch,m,A5,1,0,1,0,0,0,6,3,4,0,0,0,116
41,Ökonomisch,m,P6,0,0,0,1,0,0,3,3,1,0,0,0,116
41,Ökonomisch,m,A6,0,3,1,1,0,0,3,5,10,0,0,-3,116
41,Ökonomisch,m,A6.5,0,3,1,1,0,0,6,5,10,0,0,-3,116
41,Ökonomisch,m,P2,0,0,0,1,1,1,1,7,0,0,0,0,116
41,Ökonomisch,m,A2,0,3,0,0,0,1,5,6,0.5,0,2,-1,116
41,Ökonomisch,m,P4,0,2,0,1,1,1,7,7,10,2,2,0,116
41,Ökonomisch,m,A4,1,0,1,0,0,0,7,6,15,1,0,0,116
41,Ökonomisch,m,P3,0,0,1,1,0,0,7,5,10,0,0,0,116
41,Ökonomisch,m,A3,1,2,1,1,0,1,6,5,10,0,2,0,116
41,Ökonomisch,m,A3.5,1,2,1,1,0,1,6,5,10,0,2,0,116
41,Ökonomisch,m,P1,0,0,0,1,0,0,2,1,0,0,0,0,116
41,Ökonomisch,m,A1,0,3,1,1,0,0,6,1,5,0,0,-3,116
41,Ökonomisch,m,P7,0,2,0,1,1,1,5,7,0.5,0,2,0,116
41,Ökonomisch,m,A7,1,0,1,0,0,1,2,5,2,0,0,0,116
42,Ökonomisch,w,A5,1,1,1,1,0,1,4,5,9,0,1,0,111
42,Ökonomisch,w,P5,0,0,0,1,1,0,6,7,3,0,0,0,111
42,Ökonomisch,w,A2,0,3,0,1,1,1,6,7,4,0,3,0,111
42,Ökonomisch,w,P2,0,0,0,1,0,0,1,6,0,0,0,0,111
42,Ökonomisch,w,A6,1,2,0,1,0,0,5,7,4,0,3,1,111
42,Ökonomisch,w,A6.5,1,2,0,1,0,0,7,7,4,0,3,1,111
42,Ökonomisch,w,P6,0,0,0,1,0,0,1,5,2,0,0,0,111
42,Ökonomisch,w,A1,1,3,1,1,1,1,6,5,10,0,3,0,111
42,Ökonomisch,w,P1,0,0,0,1,0,0,4,5,0,0,0,0,111
42,Ökonomisch,w,A4,0,0,1,1,0,1,6,7,15,10,3,3,111
42,Ökonomisch,w,P4,0,2,0,1,1,0,3,4,8,9,0,-2,111
42,Ökonomisch,w,A3,0,3,0,1,0,1,5,7,23,0,3,0,111
42,Ökonomisch,w,A3.5,0,3,0,1,1,1,6,7,23,0,3,0,111
42,Ökonomisch,w,P3,0,0,0,1,0,0,4,6,13,0,0,0,111
42,Ökonomisch,w,A7,1,0,0,1,0,1,5,4,5,0,0,0,111
42,Ökonomisch,w,P7,0,1,1,1,1,1,3,7,3.5,0,2,1,111
43,Ökologisch,w,P7,0,2,0,1,1,1,4,6,4,0,1,-1,95
43,Ökologisch,w,A7,0,0,1,0,0,0,3,5,5,0,0,0,95
43,Ökologisch,w,P4,0,1,0,1,1,0,1,5,8,15,0,-1,95
43,Ökologisch,w,A4,1,0,0,0,0,0,6,5,10,10,0,0,95
43,Ökologisch,w,P5,1,2,0,1,1,1,4,6,3,0,2,0,95
43,Ökologisch,w,A5,0,0,1,0,0,0,5,6,4.5,0,0,0,95
43,Ökologisch,w,P6,0,0,0,1,0,0,2,6,4,0,0,0,95
43,Ökologisch,w,A6,0,2,0,1,0,0,6,6,10,0,2,0,95
43,Ökologisch,w,A6.5,0,2,0,1,0,0,4,6,10,0,2,0,95
43,Ökologisch,w,P3,0,0,0,1,0,0,5,4,7,0,1,1,95
43,Ökologisch,w,A3,0,0,0,1,0,0,6,5,8,0,0,0,95
43,Ökologisch,w,A3.5,0,0,0,1,0,0,2,5,8,0,0,0,95
43,Ökologisch,w,P1,0,0,0,1,1,1,5,6,0,0,0,0,95
43,Ökologisch,w,A1,1,1,1,1,0,0,5,5,3.5,0,1,0,95
43,Ökologisch,w,P2,0,0,0,1,1,1,2,3,0,0,0,0,95
43,Ökologisch,w,A2,0,2,0,0,0,1,5,5,2,0,2,0,95
44,Ökologisch,w,A1,0,2,1,1,1,1,5,4,7.5,0,3,1,95
44,Ökologisch,w,P1,0,0,0,1,1,1,1,6,0,0,0,0,95
44,Ökologisch,w,A4,0,0,1,1,0,1,4,7,12,5,3,3,95
44,Ökologisch,w,P4,0,3,0,1,1,1,4,7,8,10,0,-3,95
44,Ökologisch,w,A6,0,0,0,1,0,1,6,4,7,0,2,2,95
44,Ökologisch,w,A6.5,0,0,0,1,0,1,4,5,7,0,2,2,95
44,Ökologisch,w,P6,0,1,0,1,1,0,3,7,1,0,0,-1,95
44,Ökologisch,w,A5,0,0,0,1,0,1,4,5,4,0,3,3,95
44,Ökologisch,w,P5,0,0,0,1,1,0,6,6,2,0,0,0,95
44,Ökologisch,w,A2,0,2,0,1,0,1,4,6,4,0,3,1,95
44,Ökologisch,w,P2,0,0,0,1,1,1,1,5,0,0,0,0,95
44,Ökologisch,w,A3,0,0,0,1,0,1,6,6,20,0,2,2,95
44,Ökologisch,w,A3.5,0,0,0,1,0,1,3,6,20,0,2,2,95
44,Ökologisch,w,P3,0,2,0,1,1,0,5,5,5,0,0,-2,95
44,Ökologisch,w,A7,0,0,1,1,0,0,4,6,2,0,3,3,95
44,Ökologisch,w,P7,0,1,0,1,1,0,4,6,1.5,0,0,-1,95
45,Ökologisch,w,P7,0,0,0,1,1,1,6,6,0.9,0,0,0,106
45,Ökologisch,w,A7,1,0,1,1,0,1,5,6,2,0,2,2,106
45,Ökologisch,w,P3,1,0,0,1,1,0,4,7,7.95,0,0,0,106
45,Ökologisch,w,A3,0,2,1,1,0,1,6,7,14.5,0,3,1,106
45,Ökologisch,w,A3.5,0,2,1,1,0,1,6,7,14.5,0,3,1,106
45,Ökologisch,w,P6,0,0,0,1,0,0,4,4,1.3,0,0,0,106
45,Ökologisch,w,A6,0,2,1,0,0,1,3,6,10,0,2,0,106
45,Ökologisch,w,A6.5,0,2,1,0,0,1,4,6,10,0,2,0,106
45,Ökologisch,w,P1,0,0,0,1,1,1,5,4,0,0,0,0,106
45,Ökologisch,w,A1,1,3,1,1,1,1,6,6,13,0,2,-1,106
45,Ökologisch,w,P5,0,1,0,1,1,1,6,6,1.7,0,0,-1,106
45,Ökologisch,w,A5,0,0,1,0,0,1,6,6,2.2,0,2,2,106
45,Ökologisch,w,P2,0,0,0,1,0,0,2,2,0,0,0,0,106
45,Ökologisch,w,A2,1,3,0,1,1,1,6,6,1.4,0,3,0,106
45,Ökologisch,w,P4,0,1,0,1,1,1,6,6,3,4,0,-1,106
45,Ökologisch,w,A4,2,0,1,0,0,0,5,5,18,6,0,0,106
46,Ökologisch,m,A4,0,0,0,1,0,0,5,4,15,1.5,0,0,114
46,Ökologisch,m,P4,0,1,0,1,1,1,4,4,12,5,1,0,114
46,Ökologisch,m,A1,0,3,1,1,1,1,6,7,12,0,3,0,114
46,Ökologisch,m,P1,0,0,0,1,0,0,4,4,0,0,0,0,114
46,Ökologisch,m,A7,0,0,0,1,0,0,5,3,15,0,0,0,114
46,Ökologisch,m,P7,1,2,0,1,0,0,5,5,3,0,0,-2,114
46,Ökologisch,m,A6,0,3,0,1,0,0,6,3,10,0,3,0,114
46,Ökologisch,m,A6.5,0,3,0,1,0,0,6,3,10,0,3,0,114
46,Ökologisch,m,P6,0,0,0,1,0,0,2,3,4,0,0,0,114
46,Ökologisch,m,A2,0,1,0,0,0,1,3,7,1,0,3,2,114
46,Ökologisch,m,P2,0,0,0,1,0,0,1,5,0,0,0,0,114
46,Ökologisch,m,A3,1,2,1,1,0,1,6,6,15,0,1,-1,114
46,Ökologisch,m,A3.5,1,2,1,1,1,0,6,6,15,0,1,-1,114
46,Ökologisch,m,P3,0,0,1,1,0,1,4,6,10,0,0,0,114
46,Ökologisch,m,A5,0,0,0,1,0,0,5,6,2.5,0,0,0,114
46,Ökologisch,m,P5,0,3,0,1,1,1,4,7,2,0,1,-2,114
47,Ökologisch,w,P7,0,2,0,1,1,1,6,5,3,0,0,-2,109
47,Ökologisch,w,A7,1,0,0,1,0,0,3,6,4.5,0,2,2,109
47,Ökologisch,w,P4,0,3,1,1,1,1,5,6,10,15,2,-1,109
47,Ökologisch,w,A4,0,0,0,1,0,1,5,6,20,10,0,0,109
47,Ökologisch,w,P1,0,0,0,1,0,0,3,4,0,0,0,0,109
47,Ökologisch,w,A1,1,3,1,1,1,1,6,6,10,0,3,0,109
47,Ökologisch,w,P2,0,0,0,1,0,0,1,1,0,0,0,0,109
47,Ökologisch,w,A2,0,3,0,1,1,1,4,6,2,0,3,0,109
47,Ökologisch,w,P6,0,0,0,1,1,0,3,1,1.5,0,0,0,109
47,Ökologisch,w,A6,0,3,0,1,0,1,5,1,10,0,3,0,109
47,Ökologisch,w,A6.5,0,3,0,1,0,1,5,1,10,0,3,0,109
47,Ökologisch,w,P3,0,0,0,1,1,0,6,6,8,0,0,0,109
47,Ökologisch,w,A3,0,3,0,1,0,1,6,7,30,0,3,0,109
47,Ökologisch,w,A3.5,0,3,0,1,1,1,6,7,30,0,3,0,109
47,Ökologisch,w,P5,0,1,1,1,1,1,5,5,3,0,0,-1,109
47,Ökologisch,w,A5,0,0,0,1,0,1,5,7,5,0,0,0,109
48,Ökologisch,w,A2,0,0,1,1,0,1,5,6,0.99,0,0,0,104
48,Ökologisch,w,P2,0,0,0,1,1,1,1,3,0,0,0,0,104
48,Ökologisch,w,A1,1,2,1,1,1,0,7,5,7.95,0,3,1,104
48,Ökologisch,w,P1,0,0,0,1,1,1,1,2,0,0,0,0,104
48,Ökologisch,w,A3,0,3,1,1,0,1,7,7,12,0,3,0,104
48,Ökologisch,w,A3.5,0,3,1,1,0,1,7,7,12,0,3,0,104
48,Ökologisch,w,P3,0,0,0,1,0,0,6,6,6,0,0,0,104
48,Ökologisch,w,A7,0,0,0,1,0,0,5,5,5,0,0,0,104
48,Ökologisch,w,P7,1,2,1,1,1,1,7,6,0.9,0,2,0,104
48,Ökologisch,w,A5,1,0,1,1,0,0,5,3,10,0,0,0,104
48,Ökologisch,w,P5,0,3,0,1,1,1,5,6,1.5,0,0,-3,104
48,Ökologisch,w,A6,1,0,1,1,0,0,6,7,7,0,2,2,104
48,Ökologisch,w,A6.5,1,0,1,1,0,0,6,7,7,0,2,2,104
48,Ökologisch,w,P6,0,0,0,1,1,0,3,4,1.5,0,0,0,104
48,Ökologisch,w,A4,0,0,0,0,0,0,7,4,15,3,0,0,104
48,Ökologisch,w,P4,1,2,1,1,1,1,6,5,8,4,2,0,104
